Fecha,ODT,Categoría,Inspectores,Dirección
"7/5/2025, 9:08",000798,categ.insp.integral,,direccion.maipu 610 <se edito este mensaje.>
"7/5/2025, 9:15",000799,categ.insp.integral,romano soria,direccion.maipu 780 al 800
"7/5/2025, 9:15",000800,careg insp.integral,,direccion.maipu 750al 800
"7/5/2025, 9:17",000811,categ.insp.integral,,direccion.santiago 53
"7/5/2025, 9:17",000812,categ insp.integral,,direccion.santiago 141
"7/5/2025, 9:24",000813,categ.verificar e informar,"lencina,flores,jerez",direccion.congreso esq.lavalle 598
"7/5/2025, 9:24",000814,categ.verificar e informar,,direccion.lavalle 598 <se edito este mensaje.>
"7/5/2025, 9:27",000815,categ.ratific.de clausura,"alamo,paliza",direccion.jujuy 1178
"7/5/2025, 9:27",000816,categoria.verificar e informar,,
"7/5/2025, 9:32",000817,categoria.verificar e informar,"accardi, nieva",direccion.maipu 14
"7/5/2025, 9:32",000818,categoria.verif.e informar,,direccion.san juan 398
"8/5/2025, 9:29",000819,categ.insp.integral,"segovia, diaz",direc. maipu 750 al 800
"8/5/2025, 9:29",000820,categ.insp.integral,,maipu780 al 800
"8/5/2025, 9:36",000823,categ. insp.integral,"riivas,veliz vier",direc.san martin900 al 1000
"8/5/2025, 9:36",000824,categ.insp.integral,,direc.sa. martin 1100 al 1200
"8/5/2025, 9:43",000825,categ.insp.integral,"ibanez, esquivel",direc.santa fe 01 al 10
"8/5/2025, 9:43",000826,categ.santafe esq.avellaneda n/o,,
"8/5/2025, 9:51",000828,categ.insp.integral,,direc.santa fe 90 al 1000
"8/5/2025, 9:57",000829,categ.verificar e informar,"lencina,flores,jerez",direc.san lorenzo 1601
"8/5/2025, 9:57",000830,categ. denuncia,,direc.av alem 316
"8/5/2025, 10:05",000831,categ.insp.integral,"alamo,paliza",direc.marcos paz 600al 620
"8/5/2025, 10:05",000832,categ.insp.integral,,direc.marcos paz esq.marcos paz.
"8/5/2025, 10:11",000833,categ.insp.integral,"romano,soria",direc.santiago 160 al 180
"8/5/2025, 10:11",000834,categ.insp.integral,,direccion.santiago 170 al 190
"8/5/2025, 10:16",000835,categoria.verificar e informar,"accardi, nieva, figueroa",direc.francia 39
"8/5/2025, 10:16",000836,categ.denuncia,,direc.la rioja 619
"8/5/2025, 10:16",000837,categ.reinspeccion,,direccion.san martin 941
"8/5/2025, 10:24",000838,categ.insp.integral,"segovia, diaz",
"8/5/2025, 10:25",000839,categ.insp.integral,,direccion.av.america 692
"8/5/2025, 10:36",000840,categ.insp.integral,"ibanez,esquivel",direccion.av america 680 al 700
"8/5/2025, 10:36",000841,categoria.insp.integral,,direccion.av.america 500 al 540
"8/5/2025, 10:43",000842,categ. denuncia,"rivas, veliz,vier",direc.chacabuco 1000
"8/5/2025, 10:43",000843,categ.insp.i tegral,,direccion.chacabuco 1099
"9/5/2025, 7:18",000844,categ. denuncia,"accardi, nieva",direccion.av.roca 129 el abasto
"9/5/2025, 7:24",000845,categ.ratificac.de clausura,"pentucci,correa,cancino",direc.matienzo 1391
"9/5/2025, 7:24",000846,categ.inspeccion integral,,direc.gral.paz y matienzo 404
"9/5/2025, 7:32",000847,categ.verificar e informar,"lencina,flores,jerez",direc.av soria 1231
"9/5/2025, 7:37",000848,categ. denuncia,"alamo,romano,soria",
"9/5/2025, 7:57",000849,categ.insp.integral,"segovia,ibanez,diaz",direc.amador lucero 830 al 870
"9/5/2025, 7:57",000850,categ.insp.integral,,direc.amador lucero esq.bolivar
"2/5/2025, 9:04",000853,categ.verificar e informar,,direc.mendoza 390
"2/5/2025, 9:04",000854,categ.verificar e informar,,direc.la rioja 669
"2/5/2025, 9:06",000855,categ.verif.e informar,"paliza, soria",direccion.pje.tagles 2939 <se edito este mensaje.>
"2/5/2025, 9:10",000856,categ.insp.integral,"alamo,romano,pentucci",direccion.av colon 654
"2/5/2025, 9:10",000857,,,direc.av.colon 664
"2/5/2025, 9:15",000858,categ.insp.integral,"correa, cancino",direc.av.colon 502
"2/5/2025, 9:15",000859,,,direc.av.colon 574
"2/5/2025, 9:28",000860,categ.vrrificar,,direccion.salta 22
"2/5/2025, 9:30",000861,categoria. insp.integral,,direc.av.colon 198
"2/5/2025, 9:30",000862,,,direccion.av.colon esq.gral paz n/e
"2/5/2025, 9:36",000863,categ.insp.integral,"rivas, vier, veliz",direc.av.colon 435
"2/5/2025, 9:36",000454,categ.insp.integral,,direccion.av.colon 454
"3/5/2025, 8:34",000865,categ.insp.integral,"cancino,correa,paliz",direc.baltazar aguirre 414
"3/5/2025, 8:34",,categ.insp.integral,,direc.baltazar aguirre 461
"3/5/2025, 8:38",000867,categ.insp.integral,"lencina,flores jerez",direc.baltazar aguirre esq. san lorenzo n/e
"3/5/2025, 8:38",000868,categ.insp.integral,,direc. baltazar aguirre esq.gral paz n/e
"3/5/2025, 8:49",000869,categ.insp.integral,"alamo,romano,pentucci",direc.guemes 720
"3/5/2025, 8:49",000870,,,direc.guemes 889
"3/5/2025, 8:54",000871,categ.ratificacion de decomiso,soria,direc santiago 141
"3/5/2025, 8:57",000872,categ.verificar e informar,"accardi,cabezas,figueroa",direc.san juan 202
"3/5/2025, 8:57",000873,categ.reinspeccion,,direc.av.salta 790
"3/5/2025, 9:17",000874,categ.insp.integral,"ibanez,segovia,diaz",direc.av.colon 817
"3/5/2025, 9:17",000875,categ.insp.integral,,direc.av.colon 845
"3/5/2025, 9:24",000876,categ.insp.integral,"rivas,veliz,vier",direc.av.colon 337
"3/5/2025, 9:24",000877,categ.insp.integral,,direc.av.colon 383
"4/5/2025, 9:47",000878,categ. inspec.integral,"lencina, flores, jerez",direccion.buenos aires esq.florida
"4/5/2025, 9:47",000879,categ. insp.integral,,direc.buenos aires 1200 al 1240
"4/5/2025, 9:52",000880,categ. insp.integral,"alamo, romano,pentucci",direc.buenos aires 1270 al 1290
"4/5/2025, 9:52",000881,categ.insp.integral,,direc.buenos aires 1300 al 1320
"4/5/2025, 10:04",000882,categ. insp.integral,"correa, cancino",direc.las heras 1190 al 1210
"4/5/2025, 10:04",000883,categ.insp.integral,,direc.las heras 1210 al 1220
"4/5/2025, 10:08",000884,categ. insp.integral,"paliza, soria",direc.chacabuco desde 1000 al 1020
"4/5/2025, 10:08",000885,categ insp.integral,,direc.chacabuco esq.la plata n/e
"4/5/2025, 10:16",000886,categ.denuncia,"accardi, nieva, figueroa",direc.necochea 628
"4/5/2025, 10:16",000887,categ denuncia,,direc av.independencia 2530
"4/5/2025, 10:16",000888,categ denuncia,,direc.berutti esq.pje pedro gsal
"4/5/2025, 10:23",000889,categ insp integral,"ibanez, segovia,diaz",
"4/5/2025, 10:23",000890,categ insp.integral,,
"4/5/2025, 10:25",000891,categ insp.integral,"rivas, veliz, vier",direc.jujuy 980 al 1000
"4/5/2025, 10:25",000892,categ insp integral,,direc.jujuy esq alsina s/e
"5/5/2025, 9:41",000894,categ.insp.integral,"lencina, flores,jerez",direc jujuy esq.plata s/e
"5/5/2025, 9:41",000895,categ.insp.integral,,direc.jujuy 1160 al 1180 <se edito este mensaje.>
"5/5/2025, 9:48",000896,categ.insp.integral,"correa, cancino",direc.moreno 1300 al 1400
"5/5/2025, 9:48",000897,categ.insp.integral,,direc.moreno 1450 al 1500
"5/5/2025, 9:53",000898,categ.insp.integral,"soria, paliza",direc.entre rios esq. av.roca s/o
"5/5/2025, 9:53",000899,,,direc.entre rios esq.alsina n/e
"5/5/2025, 9:56",000900,categ.insp.integral,"alamo, pentucci",dire las heras 1040 al 1060
"5/5/2025, 9:56",000901,categ.insp.integral,,direc.las heras 1280 al 1310
"5/5/2025, 10:00",000902,categ.denuncia,"accardi,nieva,cabezas",direc.necochea 628
"5/5/2025, 10:00",000903,categ.verificar e informar,,direc.alfonsina storni 160
"5/5/2025, 10:09",000905,categ.insp.integral,,direc.entre rios esq.pje misiones s/o
"5/5/2025, 10:09",000906,categ.insp.integral,,direc.entre rios 1150 al 1180
"5/5/2025, 10:12",000907,categ.insp.integral,rivas veliz vier,direc.las heras 1310 al 1320
"5/5/2025, 10:12",000908,categ.insp.integral,,las heras 1320 al 1360
"6/5/2025, 8:11",000909,categ.insp.integral,"correa, cancino",direc.congreso 1290 al 1300
"6/5/2025, 8:11",000910,categ.insp.integral,,direc.congreso 1300 al 1320
"6/5/2025, 8:14",000911,categ.insp.integral,"romano,alamo,pentucci",direc.las heras 1370 al 1390
"6/5/2025, 8:14",000912,categ.insp.integral,,direc.las heras 1400 al 1510
"6/5/2025, 8:19",000913,categ.insp.integral,"lencina, flores,jerez",direc.congreso esq.florida s/e
"6/5/2025, 8:19",000914,categ.insp.integral,,direc.congreso esq.la plata n/o
"6/5/2025, 8:29",000915,categ.insp.integral,"soria, paliza",direc. alsina 100 al 120
"6/5/2025, 8:29",000916,categ.insp.integral,,direc.alsina 190 al 200
"6/5/2025, 8:36",000917,categ.verificar e informar,"accardi,nieva, figueroa",direc.gral.paz 522
"6/5/2025, 8:36",000918,categ.denuncia,,direc.cordoba 499
"6/5/2025, 8:41",000919,categ.insp.integral,"ibanez, segovia,diaz",direc.mario bravo 350 al 390
"6/5/2025, 8:41",000920,categ.insp.integral,,
"6/5/2025, 9:06",000921,categ.insp.integral,rivas veliz vier,direc.alsina 200 al 300
"6/5/2025, 9:06",000922,categ.insp.integral,,direc.alsina 400 al 500
"9/5/2025, 10:37",000923,categ.insp.integral,"alamo,paliza,cancino",direc.santiago esq.av.ejercito del norte
"9/5/2025, 10:37",,categ.insp.integral,,direc.santiago 2480 al 2500
"9/5/2025, 10:41",000925,categ.verificar e informar,"pentucci,correa,romano",
"9/5/2025, 10:41",000926,categ.insp.integral,,direc.av.siria 2180 al 2190
"9/5/2025, 10:45",000927,categ.insp.integral,"jerez, flores",direc.av.belgrano 2520 al 2530
"9/5/2025, 10:45",000928,categ.insp.integral,,direc.av. belgrano esq.castelli s/e
"9/5/2025, 10:48",000929,categ.verificar e informar,"accardi, nieva,figueroa",direc.corrientes 601 esq. munecas
"9/5/2025, 10:50",000930,categ.insp.integral,,direc.santiago esq.azcuenaga
"9/5/2025, 10:50",000931,categ insp.integral,,direc.santiago esq.azcuenaga
"9/5/2025, 10:53",000932,categ.insp.integral,"rivas, vier,veliz",direc.av belgrano esq.azcuenaga s/e
"9/5/2025, 10:53",000933,categ.insp.integral,,direc.av belgrano 2730 al 2740
"1/5/2025, 1:02",000934,categ.ratificacion de clausura,"lencina,flores,jerez",direc.guemes724
"1/5/2025, 1:02",000935,categ.ratif.de clausura,,direc.av.independencia 2530
"1/5/2025, 1:13",000936,categ.insp.integral,"alamo,paliza,cancino",direc.av.belgeano esq.saavedra s/e
"1/5/2025, 1:13",000937,categ.insp.integral,,av.belgrano 2362 <se edito este mensaje.>
"1/5/2025, 1:21",000938,categ.insp.integral,"pentucci,romano,soria",direc.av.belgrano 2888
"1/5/2025, 1:21",000939,,,direc.av.belgrano 2872
"1/5/2025, 1:30",000940,categ.ratificacion d decomiso,correa avila,direc.av sarmiento 72
"1/5/2025, 1:35",000941,categ.verificar e informar,"accardi,nieva,figueroa",direc.av belgrano 2795
"1/5/2025, 1:35",000942,categ.verificar e informar,,direc.martin berho 184
"1/5/2025, 1:39",000943,categ.insp.integral,"rivas,veliz,vier",insp. san martin esq.av.ejercito del norte
"1/5/2025, 1:39",000944,categ.insp.integral,,direccion.san martin 2342
"1/5/2025, 1:47",000945,categ.verificar e informar,"ibalez, segovia, diaz",direc.gral.paz 522
"1/5/2025, 1:59",000948,categ.insp.integral,"lencina,flores,jerez",direc.marina alfaro 912
"1/5/2025, 1:59",000942,categ.insp.integral,,direc.marina alfaro 942
"1/5/2025, 2:05",000950,categ.insp.integral,"paliza,alamo,cancin",direc.marina alfaro 957
"1/5/2025, 2:05",0951,categ.insp.integral,,direccion.marina alfaro 990 al 1010
"1/5/2025, 2:46",0952,categ.insp.integral,"pentucci,romano",direc.marina alfaro 1072
"1/5/2025, 2:46",0953,,,direc.marina alfaro 1085
"1/5/2025, 2:49",0954,categ.insp.integral,"soria, correa",direc.marina alfaro 1087
"1/5/2025, 2:49",0955,,,direc.marina alfaro 1101
"1/5/2025, 7:52",000946,,,
"1/5/2025, 7:52",000948,,accardi nieva figueroa,direc.coronel zelaya 98
"4/5/2025, 3:00",0971,categ.insp.integral,"ibanez,diaz,segovia",direc.la plata 600 al 650
"4/5/2025, 3:00",0972,categ.insp.integral,,direc.la plata esq.chacabuc n/e
"4/5/2025, 3:04",0973,categ.insp.integral,"rivas,veliz,vier",direc.av.independencia 600 al 650
"4/5/2025, 3:04",0974,categ.insp.integral,,direc.av.independencia 500 al 590
"4/5/2025, 3:10",0975,categ.insp.integral,"alamo,paliza,cancino",direc.matheu 310 al 330
"4/5/2025, 3:10",0976,categ.insp.integral,,direc.matheu 300 al 320
"4/5/2025, 3:14",0977,categ.insp.integral,"soria, correa",direc.matheu 800 al 900
"4/5/2025, 3:14",0980,categ.insp.integral,,direc.matheu esq.bs.as
"4/5/2025, 3:21",0978,categ insp..integral,"pentucci,romano",direc.matheu 530 al 550
"4/5/2025, 3:21",0979,,,direc.matheu 416 local 2
"4/5/2025, 3:25",0981,categ.reinspeccion,"lencina,flores,jerez",direc.san  martin 929
"4/5/2025, 3:25",0982,categ.reinspeccion,,direc.san lorenzo 353
"4/5/2025, 3:28",0983,categ.reinspeccion,"nieva, avila",direc.prospero mena 489
"4/5/2025, 3:28",0984,categ.reinspeccion,,direc.av.alem 205
"4/5/2025, 3:30",0985,categ.insp.integral,"rivas,veliz,vier",direc.coronel zelaya 297
"4/5/2025, 3:30",0986,categ.insp.integral,,direccion.coronel zelaya 302
"4/5/2025, 3:33",0987,categ.insp.integral,"ibanez,segovia,diaz",direc.coronel zelaya 274
"4/5/2025, 3:33",0988,categ.insp.integral,,direc.coronel zelaya 264/66
"7/5/2025, 7:39",0989,categ.insp.integral,"pentucci,cancino,alamo",direc.24 de septiembre 1345
"7/5/2025, 7:39",0990,,,direc.24 de sept.1309
"7/5/2025, 7:45",0991,categ.insp.integral,"romano,correa,soria",direc.24 de septiembre 971
"7/5/2025, 8:31",1002,categ.insp.integral,"lencina,flores,jerez",direc.av.salta 797 esq.santa fe
"7/5/2025, 8:31",1003,,,dierc.virgen d la merced esq.corrientes s/e
"7/5/2025, 11:27",1004,categ.insp.integral,"romano,cancino,correa",direc.lamadrid esq.av.alem
"7/5/2025, 11:27",1005,categ.inspeccion integral,,direc.lamadrid 1100 al 1120
"8/5/2025, 8:25",1006,categ.insp. integral,"paliza, soria,alamo",direc.gral.paz 1590 al 1600
"8/5/2025, 8:25",1007,categ.insp.integral,,direc.gral.paz 1640 al 1660
"8/5/2025, 8:36",1008,categ.ratif.de clausura,"accardi,nieva,figueroa",direc.las heras 1497
"8/5/2025, 8:36",1009,categ.denuncia,,direc.bs.as 2200
"8/5/2025, 8:48",1011,categ.insp.integral,"ibanez,segovia,diaz",
"8/5/2025, 8:48",1012,,,direc.av.avellaneda 40 al 50
"8/5/2025, 8:53",1013,categ.insp.integral,"rivas,segovia,veliz",
"8/5/2025, 8:53",1014,categ.insp.integral,,direc.av.avellaneda 370 al 380
"8/5/2025, 8:59",1015,categ.denuncia,"lencina, flores, jerez",direc.av.sarmiento 1311
"8/5/2025, 8:59",1016,categ.reinspeccion,,direc.espana 979
"8/5/2025, 9:11",1017,categ.insp.integral,"romano,cancino,correa",direc.av.avellaneda esq.guatemala s/e
"8/5/2025, 9:11",1018,categ.insp.integral,,direc.av.avellaneda551
"8/5/2025, 9:20",1019,categ.insp.integral,"palisa, soria",direc.av.avellaneda esq.honduras s/e
"8/5/2025, 9:20",1020,categ.insp.integral,,direc.av.avellaneda esq.eeuu s/e
"8/5/2025, 9:23",1021,categ.insp.integral,,direc.av.avellaneda esq.pje.bordabehere s/e
"8/5/2025, 9:23",1022,categ.insp.integral,,direc.av.avellaneda 887
"8/5/2025, 9:32",1023,categoria verificar e informar,"accardi,nieva,figueroa",direc.av.siria 1204
"8/5/2025, 9:32",1024,categ.denuncia,,direc.maipu esq.manuel estrada
"8/5/2025, 9:32",1025,categ.denuncia,,direc.av.belgrano 2200
"8/5/2025, 10:21",1026,categ.insp.integral,"ibanez,segovia,diaz",direc.lucas cordoba esq.san juan n/o
"8/5/2025, 10:21",1027,categ.lucas cordobaesq.marcos paz n/o,,
"8/5/2025, 10:30",1028,categ.insp.integral,,direc.av.belgrano 1510
"8/5/2025, 10:30",1029,categ.av.belgrano 1590,,
"9/5/2025, 6:37",1030,categ. denuncia,"accardi, nieva",direc.blas parera 935
"9/5/2025, 6:37",1031,categ.reinspeccion,,direc.av.nestor kirchner 2800
"9/5/2025, 6:45",1032,categ. denuncia,"lencina,flores,jerez",av.america esq.mexico
"9/5/2025, 6:45",1033,categ.denuncia,,av.francisco de aguirre 2110
"9/5/2025, 6:57",1034,categ.insp.integral,"paliza, soria",
"9/5/2025, 6:57",1035,categ.denuncia,,direc.lucas cordoba 710 al 730
"9/5/2025, 7:09",1037,categ.insp.integral,,
"9/5/2025, 7:19",1038,categ.insp.integral,"alamo, pentucci",
"9/5/2025, 7:19",1039,categ.insp integral,,direc.asuncion 620 al 640
"1/6/2025, 10:21",1044,categ.ratificacion de clausura,"lencina, flores, paliza",direc.junin 602
"1/6/2025, 10:21",1045,categ.ratif.de clausura,,direc.av.alem 748
"1/6/2025, 10:27",1046,categ.ratific.de clausura,"cancino, soria",direccion. av. roca 565
"1/6/2025, 10:27",1047,categ.ratif.de clausura,,direc.berutti 408
"1/6/2025, 10:35",1048,categ.reinspeccion,"accardi,nieva",direc.av.roca 2800
"1/6/2025, 10:38",1049,categ.ratific.de clausura,"alamo,pentucci,romano",direc.9 de julio esq.pje.einsten n/o
"1/6/2025, 10:38",1050,categ.ratif.de clausura,,direc.jujuy 2003
"1/6/2025, 10:43",1101,categ.insp.integral,"ibanez, diaz",direc.asuncion 600al 615 vota.d pollo
"1/6/2025, 10:45",1102,categ.insp.integral,"rivas, veliz, vier",direc.asuncion 770 al 780 miniservice
"2/6/2025, 2:18",1103,categ .insp.integral,"paliza,cancino,soria",direc.amador lucero 379
"2/6/2025, 2:18",1104,,,direc.amador lucero 252
"2/6/2025, 2:21",1105,categ. denuncia,"lencina,flores, jerez",direc.mendoza 400
"2/6/2025, 2:21",1106,,,direc.mendoza 386
"2/6/2025, 2:37",1107,categ.insp.integral,"pentucci romano,correa",direc amador lucero 46
"2/6/2025, 2:37",1108,categ.insp.integral,,
"2/6/2025, 3:05",1110,categ.denuncia,"accardi, figueroa",insp.san juan 08
"8/6/2025, 5:48",1140,categ.reinspeccion,"accardi, correa,alamo",direc.av.sarmiento 1301 esq.suipacha
"8/6/2025, 6:36",1142,categ.inspec.integral,"romano, cancino, pentucci",direc.chiclana 369
"8/6/2025, 6:36",1143,categ.insp.integral,,direc.chiclana esq.san lorenzo n/o
"8/6/2025, 6:40",1144,categ.insp.integral,"lencina,flores",direc.marcos paz esq.suipacha
"8/6/2025, 6:40",1145,categ.insp.integral,,direc.marcos paz esq. mitre n/e <se edito este mensaje.>
"8/6/2025, 7:14",1146,categ.insp.integral,"ibanez,diaz,vier",direc.chiclana esq.lamadrid s/o
"8/6/2025, 7:14",1147,categ.insp.integral,,direc.chiclana 567
"8/6/2025, 7:26",1148,categ insp.integral,"rivas,veliz",direc.bulnes 231
"8/6/2025, 7:26",1149,categ.insp.integral,,direc.bulnes 235
"8/6/2025, 7:32",1150,categ.reinspeccion,"accardi, nieva",direc.mendoza 831
"8/6/2025, 7:32",1151,categ.reinspeccion,,direc.salta 208 esq.mendoza
"9/6/2025, 8:39",1153,categ.reinspeccion,,direc.san lorenzo 102 <se edito este mensaje.>
